web-scraper-order,web-scraper-start-url,image-src,info
"1589788245-2029","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-206-snorlax_vmax.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/snorlax-vmax/"" class=""name"">Snorlax VMAX</a> — <a href=""https://pkmncards.com/hp/340/"" class=""hp"">340 HP</a> — <a href=""https://pkmncards.com/color/colorless/"" class=""color""><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/vmax/"" class=""stage"">VMAX</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Asnorlax-v+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Snorlax V</a> — <a href=""https://pkmncards.com/is/gigantamax/"" class=""is"">Gigantamax</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">G-Max Fall</span>: 60+<br>
This attack does 30 more damage for each of your Benched Pokémon.</p>
<p><em>VMAX rule:</em> When your Pokémon <em>VMAX</em> is Knocked Out, your opponent takes 3 Prize cards.</p><p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fighting/"" class=""weakness""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/4/"" class=""retreat-cost"">4</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/aky-cg-works/"" class=""artist"">aky CG Works</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/206/"" class=""number"">206</a>/202 — <a href=""https://pkmncards.com/rarity/rare-rainbow/"" class=""rarity"">Rare Rainbow</a></p>"
"1589788245-1995","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-172-pal_pad.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/pal-pad/"" class=""name"">Pal Pad</a><br><a href=""https://pkmncards.com/type/trainer/"" class=""type"">Trainer</a> — <a href=""https://pkmncards.com/type/item/"" class=""type"">Item</a></p><p>Shuffle up to 2 Supporter cards from your discard pile into your deck.</p>
<p>You may play any number of Item cards during your turn.</p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/ryo-ueda/"" class=""artist"">Ryo Ueda</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/172/"" class=""number"">172</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p>"
"1589788245-1897","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-074-yamper.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/yamper/"" class=""name"">Yamper</a> — <a href=""https://pkmncards.com/hp/70/"" class=""hp"">70 HP</a> — <a href=""https://pkmncards.com/color/lightning/"" class=""color""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Bite</span>: 10</p>
<p><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Zap Kick</span>: 20</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fighting/"" class=""weakness""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/saya-tsuruta/"" class=""artist"">Saya Tsuruta</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/074/"" class=""number"">074</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.</p>"
"1589788245-1925","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-102-baltoy.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/baltoy/"" class=""name"">Baltoy</a> — <a href=""https://pkmncards.com/hp/60/"" class=""hp"">60 HP</a> — <a href=""https://pkmncards.com/color/fighting/"" class=""color""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr> <span class=""attack-name"">Spinning Attack</span>: 20</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/grass/"" class=""weakness""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/miki-tanaka/"" class=""artist"">Miki Tanaka</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/102/"" class=""number"">102</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads.</p>"
"1589788245-1956","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-133-pawniard.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/pawniard/"" class=""name"">Pawniard</a> — <a href=""https://pkmncards.com/hp/70/"" class=""hp"">70 HP</a> — <a href=""https://pkmncards.com/color/metal/"" class=""color""><abbr title=""Metal"" class=""energy-symbol metal""><span class=""vh"">[</span>M<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Cut Up</span>: 10</p>
<p><abbr title=""Metal"" class=""energy-symbol metal""><span class=""vh"">[</span>M<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Metal Claw</span>: 20</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance: <a href=""https://pkmncards.com/resistance/grass/"" class=""resistance""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">-30</span><br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/motofumi-fujiwara/"" class=""artist"">Motofumi Fujiwara</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/133/"" class=""number"">133</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">A pack of these Pokémon forms to serve a Bisharp boss. Each Pawniard trains diligently, dreaming of one day taking the lead.</p>"
"1589788245-1864","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-041-cloyster.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/cloyster/"" class=""name"">Cloyster</a> — <a href=""https://pkmncards.com/hp/130/"" class=""hp"">130 HP</a> — <a href=""https://pkmncards.com/color/water/"" class=""color""><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/stage-1/"" class=""stage"">Stage 1</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Ashellder+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Shellder</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Shell Grab</span>: 30<br>
Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.</p>
<p><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Tidal Wave</span>: 100</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/lightning/"" class=""weakness""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/mahou/"" class=""artist"">MAHOU</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/041/"" class=""number"">041</a>/202 — <a href=""https://pkmncards.com/rarity/rare/"" class=""rarity"">Rare</a></p><p class=""flavor"">Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.</p>"
"1589788245-1847","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-024-torkoal_v.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/torkoal-v/"" class=""name"">Torkoal V</a> — <a href=""https://pkmncards.com/hp/210/"" class=""hp"">210 HP</a> — <a href=""https://pkmncards.com/color/fire/"" class=""color""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Combustion Pillar</span>: 90+<br>
Discard the top card of your deck. If that card is a <abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr> Energy card, this attack does 90 more damage.</p>
<p><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Steam Crush</span>: 120<br>
Discard 2 Energy from your opponent’s Active Pokémon.</p>
<p><em>V rule:</em> When your Pokémon <em>V</em> is Knocked Out, your opponent takes 2 Prize cards.</p><p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/water/"" class=""weakness""><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/4/"" class=""retreat-cost"">4</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/ayaka-yoshida/"" class=""artist"">Ayaka Yoshida</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/024/"" class=""number"">024</a>/202 — <a href=""https://pkmncards.com/rarity/rare-holo-v/"" class=""rarity"">Rare Holo V</a></p>"
"1589788245-2023","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-200-marnie.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/marnie/"" class=""name"">Marnie</a><br><a href=""https://pkmncards.com/type/trainer/"" class=""type"">Trainer</a> — <a href=""https://pkmncards.com/type/supporter/"" class=""type"">Supporter</a></p><p>Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, you draw 5 cards, and your opponent draws 4 cards.</p>
<p>You may play only 1 Supporter card during your turn.</p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/kirisaki/"" class=""artist"">kirisAki</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/200/"" class=""number"">200</a>/202 — <a href=""https://pkmncards.com/rarity/rare-ultra/"" class=""rarity"">Rare Ultra</a></p>"
"1589788245-1984","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-161-energy_search.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/energy-search/"" class=""name"">Energy Search</a><br><a href=""https://pkmncards.com/type/trainer/"" class=""type"">Trainer</a> — <a href=""https://pkmncards.com/type/item/"" class=""type"">Item</a></p><p>Search your deck for a basic Energy card, reveal it, and put it into your hand. Then, shuffle your deck.</p>
<p>You may play any number of Item cards during your turn.</p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/studio-bora-inc/"" class=""artist"">Studio Bora Inc.</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/161/"" class=""number"">161</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p>"
"1589788245-1923","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-100-sudowoodo.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/sudowoodo/"" class=""name"">Sudowoodo</a> — <a href=""https://pkmncards.com/hp/100/"" class=""hp"">100 HP</a> — <a href=""https://pkmncards.com/color/fighting/"" class=""color""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Double Draw</span><br>
Draw 2 cards.</p>
<p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Flail</span>: 10×<br>
This attack does 10 damage for each damage counter on this Pokémon.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/grass/"" class=""weakness""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/yukiko-baba/"" class=""artist"">Yukiko Baba</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/100/"" class=""number"">100</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p><p class=""flavor"">If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.</p>"
"1589788245-1963","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-140-snorlax.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/snorlax/"" class=""name"">Snorlax</a> — <a href=""https://pkmncards.com/hp/150/"" class=""hp"">150 HP</a> — <a href=""https://pkmncards.com/color/colorless/"" class=""color""><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Rolling Tackle</span>: 80</p>
<p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Heavy Impact</span>: 130</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fighting/"" class=""weakness""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/4/"" class=""retreat-cost"">4</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/chibi/"" class=""artist"">chibi</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/140/"" class=""number"">140</a>/202 — <a href=""https://pkmncards.com/rarity/rare/"" class=""rarity"">Rare</a></p><p class=""flavor"">It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.</p>"
"1589788245-1894","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-071-galvantula.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/galvantula/"" class=""name"">Galvantula</a> — <a href=""https://pkmncards.com/hp/100/"" class=""hp"">100 HP</a> — <a href=""https://pkmncards.com/color/lightning/"" class=""color""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/stage-1/"" class=""stage"">Stage 1</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Ajoltik+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Joltik</a></p><p><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Volt Wave</span>: 60<br>
Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fighting/"" class=""weakness""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/otumami/"" class=""artist"">otumami</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/071/"" class=""number"">071</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p><p class=""flavor"">It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.</p>"
"1589788245-1874","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-051-qwilfish.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/qwilfish/"" class=""name"">Qwilfish</a> — <a href=""https://pkmncards.com/hp/90/"" class=""hp"">90 HP</a> — <a href=""https://pkmncards.com/color/water/"" class=""color""><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><a href=""https://pkmncards.com/has/ability/"" class=""ability""><em>Ability</em></a>: <span class=""ability-name"">Poison Point</span><br>
If this Pokémon is your Active Pokémon and is damaged by an opponent’s attack <em>(even if this Pokémon is Knocked Out)</em>, the Attacking Pokémon is now Poisoned.</p>
<p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Venoshock</span>: 10+<br>
If your opponent’s Active Pokémon is Poisoned, this attack does 60 more damage.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/lightning/"" class=""weakness""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/midori-harada/"" class=""artist"">Midori Harada</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/051/"" class=""number"">051</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p><p class=""flavor"">The small spikes covering its body developed from scales. They inject a toxin that causes fainting.</p>"
"1589788245-1927","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-104-regirock_v.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/regirock-v/"" class=""name"">Regirock V</a> — <a href=""https://pkmncards.com/hp/220/"" class=""hp"">220 HP</a> — <a href=""https://pkmncards.com/color/fighting/"" class=""color""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Raging Hammer</span>: 30+<br>
This attack does 10 more damage for each damage counter on this Pokémon.</p>
<p><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Rocky Tackle</span>: 190<br>
This Pokémon also does 30 damage to itself.</p>
<p><em>V rule:</em> When your Pokémon <em>V</em> is Knocked Out, your opponent takes 2 Prize cards.</p><p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/grass/"" class=""weakness""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/3/"" class=""retreat-cost"">3</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/planeta-tsuji/"" class=""artist"">PLANETA Tsuji</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/104/"" class=""number"">104</a>/202 — <a href=""https://pkmncards.com/rarity/rare-holo-v/"" class=""rarity"">Rare Holo V</a></p>"
"1589788245-1893","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-070-joltik.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/joltik/"" class=""name"">Joltik</a> — <a href=""https://pkmncards.com/hp/50/"" class=""hp"">50 HP</a> — <a href=""https://pkmncards.com/color/lightning/"" class=""color""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr> <span class=""attack-name"">Flop</span>: 10</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fighting/"" class=""weakness""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/motofumi-fujiwara/"" class=""artist"">Motofumi Fujiwara</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/070/"" class=""number"">070</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.</p>"
"1589788245-2038","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-215-ordinary_rod.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/ordinary-rod/"" class=""name"">Ordinary Rod</a><br><a href=""https://pkmncards.com/type/trainer/"" class=""type"">Trainer</a> — <a href=""https://pkmncards.com/type/item/"" class=""type"">Item</a></p><p>Choose 1 or both:</p>
<ul>
<li> Shuffle up to 2 Pokémon from your discard pile into your deck.</li>
<li> Shuffle up to 2 basic Energy cards from your discard pile into your deck.</li>
</ul>
<p>You may play any number of Item cards during your turn.</p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/5ban-graphics/"" class=""artist"">5ban Graphics</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/215/"" class=""number"">215</a>/202 — <a href=""https://pkmncards.com/rarity/rare-secret/"" class=""rarity"">Rare Secret</a></p>"
